Job_Title,Rating,Company_Name,Company_Location,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,SAS,Statistics,Machine_Learning,SQL,Python,Tableau,BI,AWS,GoogleCloud,Azure,Excel,Powerpoint,Lowest_Salary(1000s),Highest_Salary(1000s),Avg_Salary(1000s),Highest_salary>120K
Business Analyst,3.6,USAA,San Antonio, TX,"San Antonio, TX",10000+ ,2002,Private,Insurance Carriers,Insurance,$10+ billion (USD),"GEICO, MetLife, State Farm",1,0,0,1,1,1,0,0,0,0,0,0,54,92,73,0.0
Data Scientist,4.0,Reliable Software Resources,San Antonio, TX,"Northville, MI",501 to 1000 ,1989,Private,IT Services,Information Technology,$50  to  $100 million (USD),Unknown,0,0,0,1,1,1,0,1,0,1,0,0,54,92,73,0.0
Business Analyst,3.6,USAA,San Antonio, TX,"San Antonio, TX",10000+ ,1922,Private,Insurance Carriers,Insurance,$10+ billion (USD),"GEICO, MetLife, State Farm",1,0,0,1,0,0,0,0,0,0,0,0,54,92,73,0.0
Data Analyst,4.0,CYNET SYSTEMS,San Antonio, TX,"Ashburn, VA",501 to 1000 ,1864,Private,IT Services,Information Technology,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,54,92,73,0.0
Data Scientist,4.2,Solekai Systems Corp,San Antonio, TX,"San Diego, CA",1 to 50 ,2017,Private,Computer Hardware & Software,Information Technology,$10  to  $25 million (USD),Unknown,0,0,1,0,0,0,0,0,0,0,0,0,54,92,73,0.0
Data Scientist,3.9,Accenture,San Antonio, TX,"Dublin, Ireland",10000+ ,1995,Public,Consulting,Business Services,$10+ billion (USD),"Cognizant Technology Solutions, EY, McKinsey & Company",0,0,1,0,0,0,0,0,0,0,0,0,54,92,73,0.0
Business Analyst,3.6,USAA,San Antonio, TX,"San Antonio, TX",10000+ ,1922,Private,Insurance Carriers,Insurance,$10+ billion (USD),"GEICO, MetLife, State Farm",1,0,0,1,1,1,0,0,0,0,0,0,54,92,73,0.0
Data Scientist,3.5,Horizon Corp,San Antonio, TX,"Memphis, TN",5001 to 10000 ,2008,Segment,Investment Banking & Asset Management,Finance,$1  to  $2 billion (USD),Unknown,1,0,1,0,1,0,0,0,0,0,0,0,54,92,73,0.0
Data Scientist,4.3,Onica Group,San Antonio, TX,"Los Angeles, CA",201 to 500 ,2003,Private,IT Services,Information Technology,Unknown / Non-Applicable,"Cloudreach, CenturyLink, Cloud Technology Partners",0,0,0,1,1,1,0,1,0,0,1,0,54,92,73,0.0
Data Analyst,3.8,Apex Systems,San Antonio, TX,"Glen Allen, VA",1001 to 5000 ,1995,Segment,Staffing & Outsourcing,Business Services,$2  to  $5 billion (USD),"TEKsystems, Insight Global, Accenture",0,0,0,0,0,0,0,0,0,0,1,0,54,92,73,0.0
Business Analyst,3.6,USAA,San Antonio, TX,"San Antonio, TX",10000+ ,1947,Private,Insurance Carriers,Insurance,$10+ billion (USD),"GEICO, MetLife, State Farm",0,0,0,1,0,1,0,0,0,0,0,0,74,140,107,1.0
Data Scientist,4.5,B.E.A.T.,San Antonio, TX,"San Antonio, TX",51 to 200 ,1905,Private,Enterprise Software & Network Solutions,Information Technology,$1  to  $5 million (USD),Unknown,0,0,1,0,1,0,0,0,0,0,0,0,74,140,107,1.0
Data Scientist,3.8,Speridian Technologies LLC,San Antonio, TX,"Albuquerque, NM",501 to 1000 ,2015,Private,IT Services,Information Technology,$25  to  $50 million (USD),Unknown,0,0,0,1,1,0,0,1,0,0,0,0,74,140,107,1.0
Data Scientist,3.8,Apex Systems,San Antonio, TX,"Glen Allen, VA",1001 to 5000 ,1947,Segment,Staffing & Outsourcing,Business Services,$2  to  $5 billion (USD),"TEKsystems, Insight Global, Accenture",0,0,0,0,1,0,0,0,0,0,0,0,74,140,107,1.0
Sr. Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,2004,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,1,0,0,0,0,0,0,0,0,74,140,107,1.0
Data Scientist,4.3,H E B,San Antonio, TX,"San Antonio, TX",10000+ ,2002,Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,1,0,0,0,0,74,140,107,1.0
Data Scientist,0.0,Cyber Warrior Network,San Antonio, TX,"San Antonio, TX",1 to 50 ,1947,Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,1,1,1,0,0,0,0,0,0,0,74,140,107,1.0
Data Analyst,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,2018,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,1,1,0,1,0,0,0,0,0,1,0,74,140,107,1.0
Data Scientist,4.0,Reliable Software Resources,San Antonio, TX,"Northville, MI",501 to 1000 ,1961,Private,IT Services,Information Technology,$50  to  $100 million (USD),Unknown,0,0,0,1,1,1,0,1,0,1,0,0,74,140,107,1.0
Data Analyst,3.9,Diverse Lynx,San Antonio, TX,"Princeton, NJ",501 to 1000 ,2011,Private,IT Services,Information Technology,$100  to  $500 million (USD),Unknown,0,0,0,0,0,1,0,0,0,0,0,0,74,140,107,1.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1995,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,1,0,0,0,0,0,1,1,74,140,107,1.0
Data Scientist,3.4,Guidehouse,San Antonio, TX,"Washington, DC",5001 to 10000 ,1997,Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,74,140,107,1.0
Data Scientist,3.6,Mylan Inc.,San Antonio, TX,"Hatfield, United Kingdom",10000+ ,2013,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5  to  $10 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,74,140,107,1.0
Data Analyst,3.7,Huntington Ingalls Industries,San Antonio, TX,"Newport News, VA",10000+ ,1972,Public,Aerospace & Defense,Aerospace & Defense,$5  to  $10 billion (USD),"General Dynamics, Lockheed Martin",0,0,1,1,0,1,0,0,0,0,0,0,74,140,107,1.0
Data Analyst,3.3,CDO Technologies Inc,San Antonio, TX,"Dayton, OH",201 to 500 ,1999,Private,Computer Hardware & Software,Information Technology,$50  to  $100 million (USD),Unknown,1,0,0,1,1,0,0,1,0,0,1,0,74,140,107,1.0
Data Scientist,3.5,CompQsoft,San Antonio, TX,"Houston, TX",51 to 200 ,2016,Private,Consulting,Business Services,$10  to  $25 million (USD),Unknown,0,0,0,0,1,0,0,0,0,0,0,0,74,140,107,1.0
Sr. Data Analyst,3.1,Victory Capital Management Inc.,San Antonio, TX,"San Antonio, TX",201 to 500 ,2002,Public,Investment Banking & Asset Management,Finance,$100  to  $500 million (USD),Unknown,1,1,0,1,0,1,0,0,0,0,1,0,74,140,107,1.0
Data Scientist,3.2,iHeartMedia,San Antonio, TX,"San Antonio, TX",10000+ ,1991,Public,Radio,Media,$5  to  $10 billion (USD),"CUMULUS MEDIA, Entercom, Cox Media Group",0,0,0,1,1,0,0,0,0,0,0,0,74,140,107,1.0
Data Analyst,4.0,"Amyx, Inc.",San Antonio, TX,"Reston, VA",501 to 1000 ,1996,Private,IT Services,Information Technology,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,1,0,0,1,1,74,140,107,1.0
Sr. Data Analyst,4.5,Scaleworks,San Antonio, TX,"San Antonio, TX",1 to 50 ,2014,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,0,1,1,1,1,0,0,1,1,0,74,140,107,1.0
Sr. Data Scientist,4.2,Solekai Systems Corp,San Antonio, TX,"San Diego, CA",1 to 50 ,1947,Private,Computer Hardware & Software,Information Technology,$10  to  $25 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,83,154,118,1.0
Sr. Data Analyst,3.5,HCL Technologies Ltd.,San Antonio, TX,"Noida, India",10000+ ,1905,Public,Computer Hardware & Software,Information Technology,$5  to  $10 billion (USD),"Infosys, Tata Consultancy Services, Wipro",0,0,0,0,0,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,3.2,Navigant Consulting,San Antonio, TX,"Washington, DC",5001 to 10000 ,1775,Private,Consulting,Business Services,$500 million  to  $1 billion (USD),Unknown,0,1,0,0,0,0,0,0,0,0,0,0,83,154,118,1.0
Data Analyst,4.1,Principle Auto,San Antonio, TX,"San Antonio, TX",501 to 1000 ,2007,Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,1,0,0,1,0,83,154,118,1.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1969,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,0,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,4.3,H E B,San Antonio, TX,"San Antonio, TX",10000+ ,1922,Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Unknown,0,0,0,1,1,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,3.8,U.S. Navy,San Antonio, TX,"San Diego, CA",1001 to 5000 ,1947,Government,Federal Agencies,Government,$2  to  $5 billion (USD),Unknown,0,1,0,0,0,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,4.7,M9 Solutions,San Antonio, TX,"Arlington, VA",51 to 200 ,1977,Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist Researcher,3.5,Leidos,San Antonio, TX,"Reston, VA",10000+ ,1995,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,1,0,0,0,0,83,154,118,1.0
Business Analyst,3.6,USAA,San Antonio, TX,"San Antonio, TX",10000+ ,1947,Private,Insurance Carriers,Insurance,$10+ billion (USD),"GEICO, MetLife, State Farm",1,0,0,1,1,1,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1966,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,1,0,1,0,0,0,0,0,1,0,83,154,118,1.0
Data Analyst,3.3,UnitedHealth Group,San Antonio, TX,"Minnetonka, MN",10000+ ,1995,Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Aetna, Humana, WellPoint",0,0,0,0,0,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,3.4,Methodist Hospital Northeast,San Antonio, TX,"San Antonio, TX",5001 to 10000 ,1947,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,83,154,118,1.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1999,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,1,0,0,0,0,0,1,0,83,154,118,1.0
Sr. Data Scientist,3.7,"Tetra Tech, Inc.",San Antonio, TX,"Pasadena, CA",10000+ ,2015,Public,Architectural & Engineering Services,Business Services,$2  to  $5 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,83,154,118,1.0
Data Scientist,3.4,Methodist Hospital Stone Oak,San Antonio, TX,"San Antonio, TX",5001 to 10000 ,1947,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,83,154,118,1.0
Data Analyst,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1995,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,1,0,0,0,0,0,0,0,83,154,118,1.0
Sr. Data Analyst,4.0,"Amyx, Inc.",San Antonio, TX,"Reston, VA",501 to 1000 ,1947,Private,IT Services,Information Technology,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,1,0,0,1,0,83,154,118,1.0
Data Scientist,0.0,Cyber Warrior Network,San Antonio, TX,"San Antonio, TX",1 to 50 ,1947,Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,1,1,0,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,2001,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,1,0,0,0,0,0,0,0,83,154,118,1.0
Data Scientist,3.4,Methodist Hospital Stone Oak,San Antonio, TX,"San Antonio, TX",5001 to 10000 ,1969,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,83,154,118,1.0
Data Scientist,4.2,U.S. Air Force,Lackland AFB, TX,"Washington, DC",10000+ ,2006,Government,Federal Agencies,Government,$10+ billion (USD),Unknown,1,1,0,0,0,0,0,0,0,0,0,0,83,154,118,1.0
Sr. Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,2005,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,1,0,1,0,0,0,0,0,1,0,52,91,71,0.0
Data Analyst,2.8,NJVC,San Antonio, TX,"Chantilly, VA",1001 to 5000 ,1974,Private,IT Services,Information Technology,$100  to  $500 million (USD),"BAE Systems USA, CACI International, General Dynamics Information Technology",1,1,0,0,0,0,0,0,0,0,1,0,52,91,71,0.0
Data Scientist Researcher,3.5,Leidos,San Antonio, TX,"Reston, VA",10000+ ,1961,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,1,0,0,0,0,52,91,71,0.0
Sr. Data Scientist,3.4,Leonie Industries,San Antonio, TX,"Arlington, VA",51 to 200 ,2007,Private,Federal Agencies,Government,$5  to  $10 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,1,52,91,71,0.0
Sr. Data Analyst,3.3,Convene Technologies,San Antonio, TX,"Tampa, FL",51 to 200 ,1905,Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,1,0,0,1,1,0,0,0,0,0,1,0,52,91,71,0.0
Data Analyst,3.8,Chenega Healthcare Services,San Antonio, TX,"San Antonio, TX",501 to 1000 ,1947,Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown,1,1,0,0,0,0,0,0,0,0,1,0,52,91,71,0.0
Data Analyst,4.0,LMI,San Antonio, TX,"Tysons, VA",1001 to 5000 ,1947,Organization,Consulting,Business Services,$100  to  $500 million (USD),"Booz Allen Hamilton, Noblis, Deloitte",0,1,1,1,1,0,0,1,0,0,1,1,52,91,71,0.0
Data Scientist,4.2,Varsity Tutors,San Antonio, TX,"Saint Louis, MO",201 to 500 ,2013,Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,52,91,71,0.0
Data Scientist Manager,4.3,H E B,San Antonio, TX,"San Antonio, TX",10000+ ,1997,Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Unknown,1,1,1,1,1,0,0,0,0,0,0,0,52,91,71,0.0
Sr. Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1775,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,0,0,0,0,0,0,1,0,52,91,71,0.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1969,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,1,0,1,0,0,0,0,0,1,0,52,91,71,0.0
Sr. Data Scientist,3.1,Victory Capital Management Inc.,San Antonio, TX,"San Antonio, TX",201 to 500 ,1947,Public,Investment Banking & Asset Management,Finance,$100  to  $500 million (USD),Unknown,0,0,0,0,0,1,0,1,0,0,0,0,52,91,71,0.0
Data Scientist,3.5,"The McConnell Group, Inc",San Antonio, TX,"Rockville, MD",51 to 200 ,1947,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,52,91,71,0.0
Data Scientist,3.8,U.S. Navy,San Antonio, TX,"San Diego, CA",1001 to 5000 ,1905,Government,Federal Agencies,Government,$2  to  $5 billion (USD),Unknown,0,0,0,0,0,0,0,1,0,0,0,0,52,91,71,0.0
Data Scientist Researcher,4.1,University of Texas at San Antonio,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1941,University,Colleges & Universities,Education,$500 million  to  $1 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,52,91,71,0.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1947,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,1,0,1,0,0,0,0,0,1,0,52,91,71,0.0
Sr. Data Scientist,4.2,U.S. Air Force,Fort Sam Houston, TX,"Washington, DC",10000+ ,2003,Government,Federal Agencies,Government,$10+ billion (USD),Unknown,1,0,0,0,0,0,0,1,0,0,0,0,52,91,71,0.0
Sr. Data Scientist,4.3,H E B,San Antonio, TX,"San Antonio, TX",10000+ ,2002,Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Unknown,0,0,0,1,1,0,0,0,0,0,0,0,52,91,71,0.0
Data Scientist Researcher,3.3,Texas Biomedical Research,San Antonio, TX,"San Antonio, TX",201 to 500 ,1947,Organization,Research & Development,Business Services,$50  to  $100 million (USD),Unknown,0,1,0,0,1,0,0,0,0,0,0,0,52,91,71,0.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1947,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,1,0,1,0,0,0,0,0,1,0,43,76,59,0.0
Data Analyst,4.0,CAMRIS International,San Antonio, TX,"Bethesda, MD",201 to 500 ,1999,Private,Federal Agencies,Government,$50  to  $100 million (USD),Unknown,1,1,0,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Analyst,3.9,Diverse Lynx,San Antonio, TX,"Princeton, NJ",501 to 1000 ,1947,Private,IT Services,Information Technology,$100  to  $500 million (USD),Unknown,0,0,0,1,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Scientist,4.2,U.S. Air Force,Lackland AFB, TX,"Washington, DC",10000+ ,1965,Government,Federal Agencies,Government,$10+ billion (USD),Unknown,1,1,0,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Sr. Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1996,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,1,0,0,0,0,0,1,0,43,76,59,0.0
Data Analyst,3.7,eTeam Inc.,San Antonio, TX,"South Plainfield, NJ",51 to 200 ,1997,Private,Staffing & Outsourcing,Business Services,$50  to  $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",1,0,0,1,1,1,0,0,0,0,1,0,43,76,59,0.0
Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1947,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,0,0,1,0,0,0,0,0,0,0,43,76,59,0.0
Sr. Data Scientist,2.9,PETCO,San Antonio, TX,"San Diego, CA",10000+ ,1978,Private,Pet & Pet Supplies Stores,Retail,$2  to  $5 billion (USD),"PetSmart, Walmart, Costco Wholesale",0,0,1,1,1,0,0,0,0,0,0,0,43,76,59,0.0
Data Scientist Researcher,3.5,General Dynamics Information Technology,Fort Sam Houston, TX,"Fairfax, VA",10000+ ,1965,Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,0,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Scientist,3.5,CompQsoft,San Antonio, TX,"Houston, TX",51 to 200 ,2018,Private,Consulting,Business Services,$10  to  $25 million (USD),Unknown,0,0,0,0,1,0,0,0,0,0,0,0,43,76,59,0.0
Sr. Data Scientist,4.1,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1962,Organization,Research & Development,Business Services,$500 million  to  $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,1,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Business Analyst,3.5,VIA Metropolitan Transit,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1996,Government,Municipal Governments,Government,$10  to  $25 million (USD),Unknown,0,1,0,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Scientist,3.5,Terracon,San Antonio, TX,"Olathe, KS",1001 to 5000 ,1966,Private,Architectural & Engineering Services,Business Services,$500 million  to  $1 billion (USD),"Kleinfelder, PSI",1,0,0,0,0,0,0,0,0,0,1,0,43,76,59,0.0
Data Scientist,3.4,Guidehouse,San Antonio, TX,"Washington, DC",5001 to 10000 ,1955,Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Scientist,3.6,CACI International,San Antonio, TX,"Arlington, VA",10000+ ,1966,Public,Aerospace & Defense,Aerospace & Defense,$2  to  $5 billion (USD),"CSC, ManTech, SAIC",0,0,1,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Analyst,3.5,General Dynamics Information Technology,Lackland AFB, TX,"Fairfax, VA",10000+ ,1969,Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",1,1,0,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Scientist,4.1,Kforce,San Antonio, TX,"Tampa, FL",10000+ ,1955,Public,Staffing & Outsourcing,Business Services,$1  to  $2 billion (USD),Unknown,0,0,0,1,1,0,0,0,0,0,1,0,43,76,59,0.0
Data Scientist,3.7,University Health System,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1961,Organization,Health Care Services & Hospitals,Health Care,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,43,76,59,0.0
Data Scientist,4.1,Kforce,San Antonio, TX,"Tampa, FL",10000+ ,1947,Public,Staffing & Outsourcing,Business Services,$1  to  $2 billion (USD),Unknown,1,0,0,1,0,1,0,0,0,0,1,0,43,76,59,0.0
Data Scientist Researcher,4.1,University of Texas at San Antonio,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1999,University,Colleges & Universities,Education,$500 million  to  $1 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,43,76,59,0.0
Data Scientist,3.7,University Health System,San Antonio, TX,"San Antonio, TX",1001 to 5000 ,1995,Organization,Health Care Services & Hospitals,Health Care,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,17,27,22,0.0
Data Scientist,4.0,LMI,San Antonio, TX,"Tysons, VA",1001 to 5000 ,2013,Organization,Consulting,Business Services,$100  to  $500 million (USD),"Booz Allen Hamilton, Noblis, Deloitte",1,0,0,1,1,0,0,1,0,0,0,0,17,27,22,0.0
Data Scientist,4.2,U.S. Air Force,Lackland AFB, TX,"Washington, DC",10000+ ,1996,Government,Federal Agencies,Government,$10+ billion (USD),Unknown,1,0,0,0,0,0,0,0,0,0,0,0,17,27,22,0.0
Data Analyst,3.8,Spectrum Comm,Lackland AFB, TX,"Newport News, VA",51 to 200 ,1961,Private,Aerospace & Defense,Aerospace & Defense,$25  to  $50 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,17,27,22,0.0
Data Analyst,3.3,CDO Technologies Inc,San Antonio, TX,"Dayton, OH",201 to 500 ,1939,Private,Computer Hardware & Software,Information Technology,$50  to  $100 million (USD),Unknown,1,0,0,1,1,0,0,1,0,0,1,0,17,27,22,0.0
Data Scientist,2.2,BioBridge Global,San Antonio, TX,"San Antonio, TX",501 to 1000 ,1939,Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1  to  $5 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,17,27,22,0.0
Data Scientist Researcher,3.5,General Dynamics Information Technology,Fort Sam Houston, TX,"Fairfax, VA",10000+ ,1998,Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,0,0,0,0,0,0,0,0,0,0,17,27,22,0.0
Data Scientist,3.6,Humana,San Antonio, TX,"Louisville, KY",10000+ ,1953,Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",0,1,1,1,0,0,0,0,1,1,0,0,17,27,22,0.0
Data Scientist Manager,4.1,HP Inc.,San Diego, CA,"Palo Alto, CA",10000+ ,2015,Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,1,0,1,0,1,0,0,1,0,1,1,0,114,146,130,1.0
Sr. Data Scientist,3.8,Northrop Grumman,San Diego, CA,"Falls Church, VA",10000+ ,2006,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,1,1,0,1,1,0,0,0,0,0,1,0,114,146,130,1.0
Data Scientist,3.9,Illumina,San Diego, CA,"San Diego, CA",5001 to 10000 ,1977,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2  to  $5 billion (USD),"Thermo Fisher Scientific, Roche",0,0,0,0,1,0,0,0,0,0,0,0,114,146,130,1.0
Data Analyst,3.4,Midland Credit Management,San Diego, CA,"San Diego, CA",1001 to 5000 ,1983,Segment,Banks & Credit Unions,Finance,$1  to  $2 billion (USD),PRA Group,0,0,0,1,1,0,0,0,0,0,1,0,114,146,130,1.0
Data Scientist Researcher,4.1,Poseida Therapeutics,San Diego, CA,"San Diego, CA",51 to 200 ,2006,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,1,0,0,0,0,0,0,0,0,0,1,0,114,146,130,1.0
Data Scientist,2.4,Crown Bioscience,San Diego, CA,"San Diego, CA",501 to 1000 ,2015,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,114,146,130,1.0
Data Scientist,3.3,Unitedhealth Group,San Diego, CA,"Minnetonka, MN",10000+ ,1965,Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Aetna, Humana, WellPoint",0,1,1,1,1,1,0,0,0,0,0,0,114,146,130,1.0
Data Scientist,3.8,"CliniComp, Intl.",San Diego, CA,"San Diego, CA",51 to 200 ,1995,Private,Computer Hardware & Software,Information Technology,$10  to  $25 million (USD),Unknown,0,1,1,1,1,0,0,0,0,0,0,0,114,146,130,1.0
Data Scientist,4.1,Cuker,San Diego, CA,"San Diego, CA",1 to 50 ,2001,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,1,0,0,0,0,0,0,0,0,1,1,114,146,130,1.0
